business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,input_string,price_level,rating,business_name.1,Q1_16_Nature_Exp,Q2_16_Nature_Exp,Q3_16_Nature_Exp,Q4_16_Nature_Exp,Q1_17_Nature_Exp,Q2_17_Nature_Exp,Q3_17_Nature_Exp,Q4_17_Nature_Exp,Q1_16_Family_Fun,Q2_16_Family_Fun,Q3_16_Family_Fun,Q4_16_Family_Fun,Q1_17_Family_Fun,Q2_17_Family_Fun,Q3_17_Family_Fun,Q4_17_Family_Fun,Q1_16_Healthy_Lifestyle,Q2_16_Healthy_Lifestyle,Q3_16_Healthy_Lifestyle,Q4_16_Healthy_Lifestyle,Q1_17_Healthy_Lifestyle,Q2_17_Healthy_Lifestyle,Q3_17_Healthy_Lifestyle,Q4_17_Healthy_Lifestyle,Q1_16_Nightlife_Hotspot,Q2_16_Nightlife_Hotspot,Q3_16_Nightlife_Hotspot,Q4_16_Nightlife_Hotspot,Q1_17_Nightlife_Hotspot,Q2_17_Nightlife_Hotspot,Q3_17_Nightlife_Hotspot,Q4_17_Nightlife_Hotspot,Q1_16_Artsy,Q2_16_Artsy,Q3_16_Artsy,Q4_16_Artsy,Q1_17_Artsy,Q2_17_Artsy,Q3_17_Artsy,Q4_17_Artsy,Q1_16_Foodie,Q2_16_Foodie,Q3_16_Foodie,Q4_16_Foodie,Q1_17_Foodie,Q2_17_Foodie,Q3_17_Foodie,Q4_17_Foodie,Q1_16_Hipster,Q2_16_Hipster,Q3_16_Hipster,Q4_16_Hipster,Q1_17_Hipster,Q2_17_Hipster,Q3_17_Hipster,Q4_17_Hipster,Q1_16_Beautiful_Scenery,Q2_16_Beautiful_Scenery,Q3_16_Beautiful_Scenery,Q4_16_Beautiful_Scenery,Q1_17_Beautiful_Scenery,Q2_17_Beautiful_Scenery,Q3_17_Beautiful_Scenery,Q4_17_Beautiful_Scenery,Foodie_16,Foodie_17,lic_code_cat,district_cat,Nature_Exp,Family_Fun,Healthy_Lifestyle,Nightlife_Hotspot,Artsy,Foodie,Hipster,Beautiful_Scenery
our poke place,"Restaurant Less Than 1,000 Sqft",3515 20th st unit b,4/20/2017,,474,1,"3515 20th st unit b, San Francisco, CA, 9411",94115,our poke place,Mission,94,2018,37.7584516,-122.4195436,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868,65801,31221,1537,28039,4535,32.2,1567,1354,861,391,48,279,240,46,271,222,167,130,960,690,1121,307,83,3610,415,539,56346,77581,89857,22,79.4,6.2,15.1,4535,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1,5.9,4.9,3.7,2.8,21,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9,10.8,11,13.1,13.8,7.9,7.1,6577,34.5,3791,34.5,2786,34.5,976,2718,2543,175,2543,432,2111,57.6,42.4,38.4,93.6,6.4,100,17,83,2017,,4,,ploy 2 thai cuisine inc,2,4.2,lees deli,64.22,71.55,76.1,71.12,71.32,77.98,68.9,71.8,67.29,64.24,71.32,73.85,73.43,66.36,65.73,69.16,93.62,94.47,93.99,94.91,95.38,96.91,93.74,93.4,90.71,90.94,90.39,93.56,90.94,91.58,93.07,90.72,89.58,87.63,91.28,92.08,90.9,90.57,89.35,89.98,73.67,78.92,78.46,79.58,79.69,82.45,78.5,75.48,77.71,79.37,80,79.99,79.92,79.71,79.43,78.23,79.99,80,80,85.8,80,80,80,80,77.6575,79.03,3,38,71.62375,68.9225,94.5525,91.48875,90.17125,78.34375,79.295,80.72375
keep it inc,"Restaurant Less Than 1,000 Sqft",1170 powell st,5/1/2017,,463,1,"1170 powell st, San Francisco, CA, 94108",91934,keep it inc,Chinatown,94,2017,37.7955507,-122.409672,Census Tract 113,6075011300,http://www.sfgate.com/neighborhoods/sf/chinatown/,1607,40377,18501,783,18293,1300,30.9,206,562,388,30,0,30,97,8,170,28,20,41,112,196,269,294,49,1146,109,59,17165,39064,45325,73,50.2,18.2,23.6,1300,15.7,42.8,29.5,2.3,9.7,0,2.3,7.4,0.6,12.9,2.1,1.5,3.1,8.5,14.9,20.5,22.4,3.7,87.2,8.3,4.5,16.4,22.1,25.7,7.8,7,6.7,6.2,3.9,1.9,2.3,3143,51.8,1428,49,1715,53.9,738,1675,1527,148,1527,158,1369,45.4,54.6,48.3,91.2,8.8,100,10.3,89.7,2017,,5,,yukol place thai cuisine,2,4.5,lees deli,66.86,74.71,78.72,75.43,72.74,78.92,70.67,77.46,78.31,75.26,78.53,79.75,79.56,77.83,76.85,77.8,91.9,93,91.69,92.41,93.97,95.57,91.81,91.63,92.88,92.94,93.32,95.59,92.26,93.2,95.09,92.99,91.19,90.29,93.17,93.1,93.2,92.19,91.61,92.03,74.08,79.18,79.69,79.9,79.88,82.21,79.66,76.09,79.7,79.98,85.91,82.57,84.67,80.53,80,79.73,76.96,78.55,79.42,80,79.06,78.25,78.47,79.63,78.2125,79.46,3,6,74.43875,77.98625,92.7475,93.53375,92.0975,78.83625,81.63625,78.7925
beard papas,Take-Out Establishment,845 market st unit 16,1/26/2017,,558,1,"845 market st unit 16, San Francisco, CA, 94103",90976,beard papas,South of Market,91,2018,37.784219,-122.406176,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188,49387,25330,2221,25938,2657,25,951,626,894,215,0,139,177,44,319,70,197,247,364,617,641,74,95,2522,334,128,23099,46745,61388,259,60.9,5.9,12.7,2657,31.9,21,30,7.2,10,0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630,41.5,4723,42.8,2907,39,1029,5296,4321,975,4321,407,3914,61.9,38.1,23.8,81.6,18.4,100,9.4,90.6,2017,,1,,sabella  latorre,2,4.1,cafe 55,66.03,63.37,77.14,75.58,72.16,75.97,67.02,70.41,76.57,77.3,77.56,79.83,77.86,77.71,79.18,79.95,89.8,90.61,89.35,90.65,91.34,92.21,87.34,89.29,95.79,95.87,96.5,97.16,96.19,96.23,96.84,95.8,95.85,95.54,97.29,97.43,97.11,96.85,95.98,95.94,76.23,79.4,79.17,79.87,79.51,80,77.11,74.49,87.65,88.76,91.64,92.77,91.19,90.73,89.61,86.47,78.87,79.82,80,79.79,79.47,79.63,75.78,72.53,78.6675,77.7775,4,62,70.96,78.245,90.07375,96.2975,96.49875,78.2225,89.8525,78.23625
fleur de sel,"Restaurant Less Than 1,000 Sqft",308 kearny st,7/17/2017,,386,1,"308 kearny st, San Francisco, CA, 94108",92592,fleur de sel,Financial District,66,2017,37.7910056,-122.4038752,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733,55747,27841,737,30855,685,19.1,234,180,139,0,0,13,56,0,114,71,47,57,102,126,55,54,0,578,58,59,23165,41735,56874,84,54.3,5.2,26.6,685,33.7,25.9,20,0,20.4,0,1.9,8.1,0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0,83.2,8.3,8.5,18.3,18.8,16.6,17,3.4,10,1.6,6.5,4.8,2.9,1783,43.6,988,44.3,795,42.4,292,1416,1012,404,1012,87,925,55.4,44.6,28.9,71.5,28.5,100,8.6,91.4,2017,,7,,my tofu house inc,2,4.4,kim huong,62.99,56.93,68.84,71.45,65.4,70.95,63.82,59.14,63.52,66.48,59.96,59.38,56.99,68.04,66.1,65.38,80,81.4,83.45,84.48,80.98,80.92,80,80,89.24,88.84,90.43,93.11,91.25,90.68,89.3,90.07,95.61,95.83,97.13,97.67,96.97,97.02,96.32,95.98,58,61.66,61.03,65.23,70.48,76.59,57.33,48.69,80,80,80.94,88.86,80.46,87.42,80,80,30.4,33.39,41.22,19.06,10,9.56,29.71,29.63,61.48,63.2725,3,17,64.94,63.23125,81.40375,90.365,96.56625,62.37625,82.21,25.37125
yama sushi restaurant,"Restaurant Less Than 1,000 Sqft",850 holloway ave,3/3/2017,,522,1,"850 holloway ave, San Francisco, CA, 94112",91298,yama sushi restaurant,Ingleside,90.5,2018,37.7219765,-122.4621312,Census Tract 312.01,6075031201,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Ingleside,3149,86597,25929,267,29203,2597,30.1,796,512,809,192,0,177,273,42,374,104,128,217,203,711,124,123,192,1844,714,110,65732,81259,74630,49,64.6,15.3,6.7,2597,29.8,19.2,30.3,7.2,13.5,0,6.6,10.2,1.6,14,3.9,4.8,8.1,7.6,26.6,4.6,4.6,7.2,69.1,26.8,4.1,3.3,0,8.4,12,20.4,11.4,11.4,21,8.7,3.5,6167,38.9,3058,37,3109,40.5,1206,1861,1740,121,1740,975,765,49.6,50.4,69.3,93.5,6.5,100,56,44,2017,,3,,woodhouse fish company,2,4.4,the ramp,59.88,58.19,66.57,63.89,64.7,68.45,66.27,53.79,43.07,43.38,47.02,42.99,51.25,49.82,44.3,42.68,75.83,78.38,78.09,76.66,76.87,79.49,75.62,76.85,57.96,67.96,62.95,66.71,59.76,59.15,64.98,59.15,79.18,79.72,79.81,79.92,79.95,79.88,79.47,79.19,40.65,41.27,63.83,61.75,45.63,76.54,35.59,37.25,48.01,43.71,57.53,34.71,55.5,46.71,40.87,36.73,55.93,46.62,54.51,38.84,38.98,41.87,41.57,38.89,51.875,48.7525,3,26,62.7175,45.56375,77.22375,62.3275,79.64,50.31375,45.47125,44.65125
cool cravings ii llc,,1635 divisadero st 145,11/9/2017,,271,1,"1635 divisadero st 145, San Francisco, CA, 94112",81521,cool cravings cafe  deli,Lower Pacific Heights,87,2018,37.7848902,-122.4405523,Census Tract 155,6075015500,"http://en.wikipedia.org/wiki/Lower_Pacific_Heights,_San_Francisco,_California",1627,70757,40384,1596,41854,1473,27.2,822,222,258,119,0,3,39,0,106,44,335,103,315,258,176,97,19,1327,107,61,48058,68201,75570,105,42.6,8.1,1.8,1473,55,14.8,17.3,8,4.9,0,0.2,2.6,0,7.1,2.9,22.4,6.9,21.1,17.3,11.8,6.5,1.3,88.8,7.2,4.1,13.7,11.3,9.5,5.2,12.3,12,15.4,13,2.8,4.8,3622,45.7,1523,39.8,2099,53.3,533,2441,2176,265,2176,264,1912,42,58,24.5,89.1,10.9,100,12.1,87.9,2017,,11,,turtle tower restaurant,1,4.2,trick dog,62.94,67.56,74.82,75.38,73.51,78.07,68.65,65.51,42.57,51.75,56.82,63.01,57.91,58.29,47.06,50.15,79.91,79.98,79.99,79.99,79.99,79.99,80,79.97,82.52,84.55,90.46,87.77,85.47,87.26,83.01,82.11,96.18,96.25,98.11,97.92,97.84,97.3,96.3,96.44,77.26,79.11,75.86,79.15,78.65,79.64,74.27,76.74,83.59,87.75,91.06,91.65,90.53,93.22,80,79.69,23.18,23.79,24.27,30.76,30.03,30.86,33.97,28.16,77.845,77.325,-1,35,70.805,53.445,79.9775,85.39375,97.0425,77.585,87.18625,28.1275
herb n kitchen,,333 o'farrell st,1/2/2017,6/13/2017,162,0,"333 o'farrell st, San Francisco, CA, 94102",90343,herb n kitchen,Tenderloin,100,2017,37.7857289,-122.4104463,Census Tract 123.01,6075012301,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1179,44059,17251,1087,17660,1151,30.4,224,528,292,41,0,0,10,0,220,28,22,56,116,110,452,112,25,1048,88,15,13615,27172,38539,83,52.3,2.4,6.2,1151,19.5,45.9,25.4,3.6,5.7,0,0,0.9,0,19.1,2.4,1.9,4.9,10.1,9.6,39.3,9.7,2.2,91.1,7.6,1.3,31.9,22.1,8,12.3,11.9,7.3,0,5.8,0.8,0,2734,46.3,1746,46.1,988,46.6,365,1786,1559,227,1559,8,1551,63.9,36.1,23.4,87.3,12.7,100,0.5,99.5,2017,2017,1,6,jims restaurant,1,4.4,starbucks coffee,68.02,75.15,76.12,77.76,77.73,77.64,73.17,71.41,61.75,61.31,63.51,61.6,69.14,64.63,62.89,61.4,80,81.35,87.34,85.62,85.05,85.82,80,80,78.27,79.97,79.88,80,79.94,80,79.85,78.76,79.58,79.92,79.9,79.92,79.9,80,79.9,79.77,66.6,59.78,75.96,78.93,79.37,78.46,74.81,56.19,46.65,58.84,58.25,59.48,57.87,68.88,52.48,51.08,38.93,26.21,36.33,33.8,25.84,35.3,32.35,30.86,70.3175,72.2075,-1,65,74.625,63.27875,83.1475,79.58375,79.86125,71.2625,56.69125,32.4525
big fish little fish poke,"Restaurant 1,000 - 2,000 Sqft",121 spear st b09,1/5/2017,,579,1,"121 spear st b09, San Francisco, CA, 94105",89686,big fish little fish poke,Financial District,82,2018,37.7918989,-122.3928335,Census Tract 615,6075061500,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,6926,216974,88242,3870,78956,6533,25.5,4703,330,1298,111,0,153,508,192,477,100,429,1195,2355,645,316,106,138,5652,412,550,112328,156870,157303,62,73.9,4.5,3,6533,71.1,5,19.6,1.7,2.6,0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5,4.5,7.6,9.5,10.6,20.7,12.5,24,11502,35.4,6515,36.2,4987,34.2,1939,8255,6785,1470,6785,2527,4258,56.6,43.4,28.6,82.2,17.8,100,37.2,62.8,2017,,1,,cup a joe coffehaus,1,4.1,thai house express on castro,65.84,76.58,76.05,78.5,73.25,78.69,66.79,61.52,67.7,67.53,65.43,62.39,69.77,71.78,68.08,65.28,76.08,75.59,75.61,76.9,75.57,75.08,75.58,74.5,71.29,72.99,77.88,79.42,75.58,78.52,73.8,77.02,79.31,79.47,79.99,79.7,79.47,78.76,79.07,78.68,66.15,72.41,68.75,77.57,77.14,77.78,73.36,65.9,61.12,65.7,76.73,78.2,77.8,77.76,64.88,51.62,42.15,41.79,49.65,42.69,41.93,42.81,38.57,41.65,71.22,73.545,1,17,72.1525,67.245,75.61375,75.8125,79.30625,72.3825,69.22625,42.655
lins kitchen,"Restaurant Less Than 1,000 Sqft",337 jones st,1/11/2017,,573,1,"337 jones st, San Francisco, CA, 94102",90448,lins kitchen,Tenderloin,81,2018,37.7844069,-122.4129906,Census Tract 125.02,6075012502,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1032,31667,11584,1805,18679,828,27.1,164,259,245,112,0,55,53,0,43,70,0,175,14,224,81,99,35,761,88,0,11440,16003,28374,280,33.6,17.7,17.3,828,19.3,30.5,28.9,13.2,8.1,0,6.5,6.2,0,5.1,8.2,0,20.6,1.6,26.4,9.5,11.7,4.1,89.6,10.4,0,32.6,32.1,18,8.8,3.6,4.9,0,0,0,0,3821,51.8,2339,50.3,1482,54.8,509,2309,2034,275,2034,4,2030,61.2,38.8,25,88.1,11.9,100,0.2,99.8,2017,,1,,firewood cafe the,2,4,jamba juice,71.81,70.19,77.49,75.41,74.54,77.13,74.05,73.87,79.17,79.28,79.68,80,79.73,79.05,79.56,79.97,91.93,92.84,93.27,94.02,94.68,95.5,91.77,91.91,93.61,93.65,94.32,96.18,95.13,95.37,95.59,94.02,94.87,93.88,96.02,96.69,95.82,95.81,94.24,94.7,75.52,79.22,78.32,79.7,79.65,80,76.88,72.53,79.99,84.69,88.7,88.53,84.59,82.77,83.84,81.06,80,80,83.31,80,79.97,83.38,79.73,79.25,78.19,77.265,3,65,74.31125,79.555,93.24,94.73375,95.25375,77.7275,84.27125,80.705
bar agricole,,355 11th st,1/1/2017,,583,1,"355 11th st, San Francisco, CA, 94103",63926,bar agricole llc,South of Market,93,2017,37.771204,-122.413131,Census Tract 178.02,6075017802,http://www.sfgate.com/neighborhoods/sf/soma/,2057,81000,46335,1083,50757,1906,30.8,1091,275,497,55,0,18,126,65,238,10,97,96,639,335,245,51,23,1705,124,114,89091,112313,122694,114,58.8,5.5,21,1906,56.2,14.2,25.6,2.8,1.3,0,0.9,6.5,3.3,12.2,0.5,5,4.9,32.9,17.2,12.6,2.6,1.2,87.8,6.4,5.9,7.8,6.8,7.4,3.2,11.5,10.5,7,24.7,8.2,12.9,4516,38,2879,38.9,1637,35.8,524,2425,2214,211,2214,567,1647,63.8,36.2,23.7,91.3,8.7,100,25.6,74.4,2017,,1,,the blue light,1,4.2,jamba juice company,62.7,76.8,76.26,79.88,75.04,79.06,71.31,64.69,64.99,73.29,72.98,73.23,72.19,72.34,70.47,74.18,80,80,81.95,81.26,80,80,80,80,80,84.07,85.72,89.32,83.53,88.03,80.66,82.21,88.64,89.41,91.76,90.79,90.97,88.6,89.82,87.69,71.86,78.19,79.59,79.81,79.88,79.9,75.63,70.81,80,81.49,89.02,89.4,89.82,91.44,80,79.7,13.88,18.49,25.68,19.46,18.33,6.27,15.78,17.3,77.3625,76.555,-1,62,73.2175,71.70875,80.40125,84.1925,89.71,76.95875,85.10875,16.89875
ikes love  sandwiches,"Restaurant 1,000 - 2,000 Sqft",901 polk st,2/21/2017,,532,1,"901 polk st, San Francisco, CA, 94109",90801,ikes love  sandwiches,Tenderloin,92,2018,37.7850731,-122.4197463,Census Tract 122.02,6075012202,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1367,39362,27278,1247,24609,1208,28.8,444,380,376,25,0,13,79,0,183,0,0,129,87,175,446,117,48,1120,71,86,23716,39080,46915,109,63.7,6.6,20.7,1208,34.8,29.8,29.4,2,4.1,0,1,6.2,0,14.3,0,0,10.1,6.8,13.7,34.9,9.2,3.8,87.7,5.6,6.7,16.8,19.3,15.2,6.8,11.4,17.6,3.9,6.2,0.9,1.8,2986,39.9,1827,40.6,1159,38.9,302,1633,1514,119,1514,39,1475,61.2,38.8,19.9,92.7,7.3,100,2.6,97.4,2017,,2,,cheung hing chinese deli inc,1,4.3,balboa cafe,73.61,77.83,78.91,79.25,79.23,79.43,77.11,75.32,68.52,66.4,67.97,69.44,73.51,68.27,66.58,64.79,80,80,88.77,83.59,85.06,85.52,80,80.18,79.65,80.03,80,86.02,80,85.11,79.99,79.11,78.48,79.49,79.31,79.54,79.25,79.88,79.5,78.46,71.01,49.76,79.09,80,79.87,79.98,78.75,61.88,32.15,63.39,60.35,64.49,62.54,71.86,56.36,46.2,24.93,24.59,38.5,28.15,26.55,41.54,31.8,26.52,69.965,75.12,1,65,77.58625,68.185,82.89,81.23875,79.23875,72.5425,57.1675,30.3225
pesce e riso restaurant,"Restaurant 1,000 - 2,000 Sqft",1224 grant ave,2/27/2017,,526,1,"1224 grant ave, San Francisco, CA, 94109",91413,pesce e riso restaurant,North Beach,90,2018,37.7983666,-122.4069285,Census Tract 106,6075010600,http://www.sfgate.com/neighborhoods/sf/northbeach/,2449,59887,29233,963,28182,2205,29.2,751,721,613,82,0,82,124,13,220,53,86,213,461,201,529,190,74,2025,121,100,27611,60353,72995,113,67.5,8.3,24.8,2205,33.4,32.1,27.3,3.7,3.5,0,3.7,5.5,0.6,9.8,2.4,3.8,9.5,20.5,8.9,23.6,8.5,3.3,90.2,5.4,4.5,12.7,11.8,21.3,7.3,6.5,8,7.8,17.9,2.2,4.4,3894,42.6,2133,41.9,1761,43.3,710,2286,2015,271,2015,182,1833,54.8,45.2,35.2,88.1,11.9,100,9,91,2017,,2,,jbs place,1,4.6,zuni cafe,65.12,66.95,74.87,79.66,74.81,75.02,70.28,68.17,65.67,65.71,66.35,73.18,73.2,70.77,71.13,74.76,80,81.35,83.31,84.28,81.22,81.13,80.04,80,87.45,90.7,91.43,93.26,91.01,92.01,90.31,90.58,94.1,94.56,96.2,95.94,96.18,95.12,95.37,94.31,74.29,74.42,77.63,78.79,79.84,80,74.18,66.66,87.32,87.13,93.58,92.01,92.49,94.25,82.04,80,20.86,48.83,54.69,41.68,52.71,27.63,37.44,43.81,76.2825,75.17,1,43,71.86,70.09625,81.41625,90.84375,95.2225,75.72625,88.6025,40.95625
jiangnan cuisine,"Restaurant Less Than 1,000 Sqft",3420 balboa st,2/27/2017,,526,1,"3420 balboa st, San Francisco, CA, 94121",90939,jiangnan cuisine,Outer Richmond,87.5,2018,37.7759183,-122.4956456,Census Tract 478.01,6075047801,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2271,99166,34417,548,42654,1943,36.2,1058,335,437,72,0,70,75,92,264,81,181,134,217,488,257,19,80,1456,339,163,78056,88630,92719,82,65.9,13.8,5.8,1943,54,17.1,22.3,3.7,2.9,0,3.6,3.8,4.7,13.5,4.1,9.2,6.8,11.1,24.9,13.1,1,4.1,74.4,17.3,8.3,1.4,6.4,7.4,5.6,17.5,11.5,14.3,18.1,11.9,6,4005,43.9,1883,43.1,2122,44.7,956,1770,1634,136,1634,737,897,47,53,58.5,92.3,7.7,100,45.1,54.9,2017,,2,,freddies sandwiches,1,4.6,peking restaurant,52.68,56.52,65.14,61.45,54.48,62.79,52.17,48.64,29.69,32.13,31.14,35.42,38.8,29.27,30.44,26.72,40.91,42.98,49.1,53.02,50.96,44.72,45.59,38.81,30.22,32.5,31.49,36.49,33.01,34.71,31.29,30.73,37.48,36.56,45.44,48.54,43.89,41.55,37.38,41.05,22.75,9.73,17.92,34.36,35.75,39.18,19.89,12.87,15.49,13.63,19.19,35.87,33.11,21.87,14.93,13.98,20.53,22,34.46,39.04,39.7,36.23,25.76,24.41,21.19,26.9225,3,46,56.73375,31.70125,45.76125,32.555,41.48625,24.05625,21.00875,30.26625
royal indian cuisine,"Restaurant 1,000 - 2,000 Sqft",1740 fillmore st,2/28/2017,,525,1,"1740 fillmore st, San Francisco, CA, 94115",91473,royal indian cuisine,Japantown,87,2018,37.7858486,-122.4329885,Census Tract 155,6075015500,"http://en.wikipedia.org/wiki/Japantown,_San_Francisco,_California",1627,70757,40384,1596,41854,1473,27.2,822,222,258,119,0,3,39,0,106,44,335,103,315,258,176,97,19,1327,107,61,48058,68201,75570,105,42.6,8.1,1.8,1473,55,14.8,17.3,8,4.9,0,0.2,2.6,0,7.1,2.9,22.4,6.9,21.1,17.3,11.8,6.5,1.3,88.8,7.2,4.1,13.7,11.3,9.5,5.2,12.3,12,15.4,13,2.8,4.8,3622,45.7,1523,39.8,2099,53.3,533,2441,2176,265,2176,264,1912,42,58,24.5,89.1,10.9,100,12.1,87.9,2017,,2,,el faro,2,4.1,la vie vietnamese restaurant,65.51,68.93,74.13,72.21,68.95,76.16,70.21,62.35,59.79,60.31,69.96,70.33,72.5,63.96,67.66,68.97,58.55,62.27,67.61,64.19,64.42,61.54,61.46,57.98,19.69,21.47,33.75,31.36,34.52,26.37,22.1,21.69,54.73,54.38,59.13,63.25,58.47,57.31,59.19,49.22,47.03,34.07,62.44,67.87,66.31,75.41,42.14,23.23,36.25,56.5,39.87,66.29,47.5,55.1,36.07,46.94,5.43,5.28,6.18,6.2,5.65,5.26,5.27,5.8,52.8525,51.7725,1,30,69.80625,66.685,62.2525,26.36875,56.96,52.3125,48.065,5.63375
derm restaurant,"Restaurant 1,000 - 2,000 Sqft",3226 geary blvd,3/9/2017,,516,1,"3226 geary blvd, San Francisco, CA, 94118",91427,derm restaurant,Laurel Heights / Jordan Park,81,2018,37.7818935,-122.4537567,Census Tract 154,6075015400,,3516,197622,66984,1993,68135,3182,28.2,2108,230,715,147,0,100,193,69,210,78,237,333,713,858,204,224,90,2422,488,381,82313,122027,126424,32,70.6,5.9,1.5,3182,63.7,7,21.6,4.4,3.3,0,3,5.8,2.1,6.3,2.4,7.2,10.1,21.5,25.9,6.2,6.8,2.7,73.2,14.7,11.5,3.2,3,8.9,6,11,15,11.1,15.2,14.1,12.4,5621,37.7,2619,37.6,3002,37.8,1107,3088,2839,249,2839,853,1986,46.6,53.4,39,91.9,8.1,100,30,70,2017,,3,,panda boba inc,1,4.6,twisted donuts and coffee,53.73,57.81,65.52,62.52,55.12,63.18,53.53,49.76,31.13,34.54,32.55,34.57,35.94,28.87,32.03,27.01,42.62,44.45,50.56,53.05,50.98,46.07,47.08,40.21,29.39,31.88,30.81,35.62,31.73,33.57,30.41,29.87,37.69,36.4,44.88,47.95,43.63,40.98,37.61,41.36,20.68,10,17.86,33.76,35.26,38.12,20.32,12.67,14.33,12.17,17.89,32.91,30.44,20.49,13.57,12.41,22.37,24.52,36.46,39.77,42.45,37.63,27.53,27.82,20.575,26.5925,1,32,57.64625,32.08,46.8775,31.66,41.3125,23.58375,19.27625,32.31875
castro ice cream,"Restaurant Less Than 1,000 Sqft",451 castro st,1/17/2017,,567,1,"451 castro st, San Francisco, CA, 9411",91232,castro ice cream,Castro,92,2017,37.761696,-122.434824,Census Tract 206,6075020600,http://www.sfgate.com/neighborhoods/sf/castro/,3357,217786,82406,2020,75421,3046,29.6,2333,147,570,69,0,30,133,20,421,59,334,283,880,544,218,102,109,2513,215,405,103229,148410,152961,70,73.8,6.7,3.1,3046,74.5,4.7,18.2,2.2,0.4,0,1,4.2,0.6,13.4,1.9,10.7,9,28.1,17.4,7,3.3,3.5,80.2,6.9,12.9,5.8,4.5,4,4,9.2,12.9,8.3,15.9,11.9,23.4,4711,40.7,2974,42.6,1737,37.1,599,2807,2594,213,2594,954,1640,63.1,36.9,23.1,92.4,7.6,100,36.8,63.2,2017,,1,,bonita taqueria y rotisserie,1,4.4,mazarine coffee,69.78,67.72,77.37,75.16,73.09,76.86,70.9,73.04,79.07,78.66,79.26,80,79.49,78.6,79.84,80,91.54,92.5,91.88,92.74,93.97,95.18,90.68,91.35,95.37,95.3,95.81,96.83,95.78,95.86,96.49,95.23,95.52,95.11,96.77,97.35,97.01,96.58,95.48,95.46,76.11,79.72,79.08,79.81,79.71,80,77.17,73.71,82.66,86.96,90.28,90.47,89.1,87.45,87.2,84.79,80,80,87.39,80.23,80,83.61,79.91,79.7,78.68,77.6475,3,3,72.99,79.365,92.48,95.83375,96.16,78.16375,87.36375,81.355
